0-100, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 132320, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 219510, Educated, *, NonMarried, Other-service, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 200967, Educated, *, Married, Craft-repair, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 62952, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 283896, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 195808, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 214542, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 230475, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 116968, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 173679, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 184678, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 173736, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 291979, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 199883, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 179423, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 92609, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 187115, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 270075, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 204226, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 226668, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 214555, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 282202, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 221955, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 124971, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 153542, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 201680, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 140001, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 403671, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 464103, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 149457, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 353010, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 216129, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 1408, 50-100, *, <=50k
0-100, *, 424494, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 111445, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 438839, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 174043, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 200089, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 233777, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 303296, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 137591, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 1762, 50-100, *, <=50k
0-100, *, 450695, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 33432, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 90046, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 410439, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 243368, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 99386, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 306779, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 151443, Educated, *, NonMarried, Machine-op-inspct, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 126613, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 36058, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 123160, Educated, *, Married, Prof-specialty, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 282604, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 162282, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 165054, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 140001, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 196816, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 148709, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 186221, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 399449, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 433330, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 249351, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 240137, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 382146, Educated, *, NonMarried, Prof-specialty, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 239663, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 442274, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 170070, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 100321, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 37072, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 145964, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 203518, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 275884, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 177526, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 194096, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 180060, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 2354, 0, 50-100, *, <=50k
0-100, *, 155913, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 413345, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 249101, Educated, *, Married, Protective-serv, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 301199, Educated, *, NonMarried, Tech-support, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 267843, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 191954, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 154422, Educated, *, NonMarried, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 254767, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 2105, 0, 50-100, *, <=50k
0-100, *, 291355, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 276851, Educated, *, Married, Protective-serv, In-Family, Occident, Female, 0, 1762, 50-100, *, <=50k
0-100, *, 182342, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 330571, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 32921, Educated, *, NonMarried, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 262744, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 117789, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 53245, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 42706, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 259301, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 209483, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 199070, Educated, *, NonMarried, Protective-serv, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 70894, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 200318, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 227594, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 373628, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 164231, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 309055, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 375871, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 56774, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 185554, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 117789, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 38707, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 462294, Educated, *, NonMarried, Other-service, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 192978, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 257509, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 543028, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 120773, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 208908, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 82777, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 181557, Educated, *, NonMarried, Other-service, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 161708, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 62278, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 236804, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 166527, Educated, *, NonMarried, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 386705, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 216889, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 210029, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 129232, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 217961, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 188545, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 1974, 0-50, *, <=50k
0-100, *, 143003, Educated, *, Married, Prof-specialty, In-Family, Orient, Male, 0, 1887, 50-100, *, >50k
0-100, *, 112683, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 190290, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 272185, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 24395, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 157951, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 324960, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 149204, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 171705, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 117767, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 194102, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 185575, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 215443, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 259109, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 218343, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 210526, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 406641, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 526164, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 241951, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 128604, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 50953, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 403107, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 137994, Educated, *, NonMarried, Machine-op-inspct, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 377121, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 177265, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 181820, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 336010, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 218445, Educated, *, NonMarried, Priv-house-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 135138, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 263886, Educated, *, NonMarried, Sales, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 170070, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 211160, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 298871, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 230704, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 154978, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 127768, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 148709, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 274797, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 315065, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 82497, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 129042, Educated, *, NonMarried, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 384651, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 147253, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 170091, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 145651, Educated, *, NonMarried, Sales, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 279243, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 214542, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 177087, Educated, *, NonMarried, Adm-clerical, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 212803, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 82393, Educated, *, NonMarried, Other-service, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 115244, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 163870, Educated, *, NonMarried, Armed-Forces, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 176486, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 346480, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 64292, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 520775, Educated, *, NonMarried, Priv-house-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 23438, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 185106, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 208503, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 520231, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 313573, Educated, *, NonMarried, Sales, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 51985, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 218782, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
